entity_id,company,sector,subsector,round,deal_type,amount_m,valuation_m,date,date_display,month_year,quarter,year,location,lead_investors,other_investors,robotnik_notes,source,source_status,total_raised_m,public_market_link,related_tickers
waabi,Waabi,Robotics,Autonomous Systems & Drones,Series B,venture,200.0,,2024-06-18,18-Jun-24,Jun-24,2Q24,2024,"Canada (Toronto, ON)","Uber, Khosla Ventures","NVIDIA, Volvo Group Venture Capital, Porsche Automobil Holding SE, Scania Invest, Ingka Investments","Generative-AI-first autonomous trucking; round backed by carmaker strategics across Volvo, Porsche, Scania. Crucial validation of Waabi's simulator-led approach versus Aurora and Kodiak.",https://www.cnbc.com/2024/06/18/uber-khosla-nvidia-invest-in-autonomous-trucking-startup-waabi.html,verified,,,NVDA
cesiumastro,CesiumAstro,Space,Satellite Communications,Series B (extension),venture,65,,2024-06-18,18-Jun-24,Jun-24,2Q24,2024,"USA (Austin, TX)",Trousdale Ventures,"Development Bank of Japan, Quanta Computer, Kleiner Perkins, Lavrock Ventures, L3Harris Technologies, InMotion Ventures, Matter Venture Partners, MESH Ventures, Assembly Ventures","Active phased-array communications payloads (Vireo Ka-band, Skylark satcom terminal). Series B+ brings total Series B to $125M; L3Harris strategic continues defense satcoms consolidation thesis.",https://www.satellitetoday.com/finance/2024/06/20/cesiumastro-raises-65m-in-series-b-funding/,verified,,,
planted-solar,Planted Solar,Robotics,Industrial Robots,Series A,venture,20.0,,2024-06-18,18-Jun-24,Jun-24,2Q24,2024,"USA (Oakland, CA)","Breakthrough Energy Ventures, Khosla Ventures",,Construction robots for solar power plant deployment; doubles energy yield per acre via terrain-following arrays. Robotics intersect with the energy-deployment bottleneck.,https://www.plantedsolar.com/blog/launch-press-release,verified,,,
tier-iv,TIER IV,Robotics,Autonomous Systems & Drones,Series B (extension),venture,54.0,,2024-06-17,17-Jun-24,Jun-24,2Q24,2024,Japan (Tokyo),Suzuki Motor Corporation,"Aisin, Yamaha Motor, JIC Venture Growth Investments",Open-source Autoware AV stack adds Suzuki to Series B at Y8.5B; consolidates Japan's L4 supply chain with multiple OEMs co-investing.,https://www.prnewswire.com/news-releases/tier-iv-secures-additional-54-million-in-series-b-funding-302173688.html,archived,,,
princeton-nuenergy,Princeton NuEnergy,Materials,Battery Materials,Series A,venture,30,,2024-06-17,17-Jun-24,Jun-24,2Q24,2024,"USA (Princeton, NJ)","Samsung Venture Investment Corporation, Helium-3 Ventures","Honda Motor Co., LKQ Corporation, SCG Group, Traxys Group, Wistron Corporation","Direct lithium-ion battery recycling using LPAS (low-temp plasma-assisted separation). Heavy strategic syndicate (Samsung, Honda, LKQ) signals battery-recycling market consolidating around OEM pull-through.",https://www.prnewswire.com/news-releases/princeton-nuenergy-closes-30-million-oversubscribed-series-a-funding-302173629.html,archived,,,
black-semiconductor,Black Semiconductor,Semiconductors,Silicon & Substrates,Government investment,government,246.2,,2024-06-12,12-Jun-24,Jun-24,2Q24,2024,Germany (Aachen),German federal government & North Rhine-Westphalia (IPCEI ME/CT),,Government portion of combined Eur254.4M Series A: Eur228.7M IPCEI public funding under Important Project of Common European Interest. Companion private equity tranche tracked as separate row.,https://www.blacksemi.com/media/we-secured-eur-254-4-million-in-funding,verified,,,
black-semiconductor,Black Semiconductor,Semiconductors,Silicon & Substrates,Series A,venture,27.7,,2024-06-12,12-Jun-24,Jun-24,2Q24,2024,Germany (Aachen),"Porsche Ventures, Project A Ventures","Scania Growth, Capnamic Ventures, Tech Vision Fonds, NRW.BANK, Vsquared Ventures, Cambium Capital, Onsight Ventures",Equity portion of combined Eur254.4M Series A: Eur25.7M private equity (Porsche/Scania-led) for graphene photonic chip pilot line in Aachen. Companion IPCEI government tranche tracked as separate row.,https://www.blacksemi.com/media/we-secured-eur-254-4-million-in-funding,verified,,,
ranovus,Ranovus,Semiconductors,OSAT / Packaging & Test,Government,government,3.5,,2024-06-12,12-Jun-24,Jun-24,2Q24,2024,Canada (Ottawa),FedDev Ontario (Government of Canada repayable investment),,Monolithic silicon photonic interconnects for AI/ML and HPC. Repayable government investment — co-packaged optics race continues with sovereign funding.,https://semiengineering.com/startup-funding-q2-2024/,verified,,,
cruise,Cruise,Robotics,Autonomous Systems & Drones,Strategic,strategic_corporate,850.0,,2024-06-11,11-Jun-24,Jun-24,2Q24,2024,"USA (San Francisco, CA)",General Motors,,Captive equity from parent GM to keep Cruise solvent post-pedestrian-incident shutdown; not a pure-VC private round but disclosed publicly. GM later (Dec 2024) cut robotaxi funding entirely.,https://www.bloomberg.com/news/articles/2024-06-11/gm-keeps-cruise-robotaxi-unit-going-with-850-million-in-cash,verified,,,GM;TSLA
apex-space,Apex Space,Space,Space Components,Series B,venture,95,,2024-06-11,11-Jun-24,Jun-24,2Q24,2024,"USA (Los Angeles, CA)","XYZ Venture Capital, CRV","Upfront, 8VC, Toyota Ventures, Point72 Ventures, Mirae Asset Capital, Outsiders Fund, GSBackers, Andreessen Horowitz, Shield Capital, J2 Ventures, Ravelin, Baiju Bhatt, Avalon Capital Group",Productized satellite bus manufacturer (Aries platform). Tier-1 a16z + CRV + Toyota syndicate signals satellite-OEM commoditization is now investable.,https://techcrunch.com/2024/06/11/apex-raises-95m-to-scale-satellite-bus-production/,verified,,,
arx-robotics,ARX Robotics,Robotics,Autonomous Systems & Drones,Seed,venture,9.6,,2024-06-10,10-Jun-24,Jun-24,2Q24,2024,Germany (Munich),NATO Innovation Fund,"Discovery Ventures, Project A Ventures",Largest European DefenceTech seed at the time; modular GEREON UGV series. NATO Innovation Fund's first publicly disclosed deployment.,https://defence-industry.eu/arx-robotics-raises-largest-european-defencetech-seed-round-to-fill-natos-robotics-gap/,verified,,,
eyebot,Eyebot,Robotics,Surgical & Medical,Seed,venture,6.0,,2024-06-06,6-Jun-24,Jun-24,2Q24,2024,"USA (Boston, MA)","AlleyCorp, Ubiquity Ventures","Humba Ventures, Ravelin, Spacecadet, Baukunst, Village Global","AI-powered self-serve vision-testing kiosk; 90-second eyeglass prescriptions. Subsector boundary fuzzy (AI medical device, not surgical robot per se).",https://www.prweb.com/releases/eyebot-secures-6m-seed-funding-302164719.html,archived,,,
astroscale-holdings,Astroscale Holdings,Space,In-Orbit Services,IPO,venture,136.2,,2024-06-05,5-Jun-24,Jun-24,2Q24,2024,Japan (Tokyo),Tokyo Stock Exchange Growth Market,,Space debris removal and in-orbit servicing pioneer; IPO priced at top of range (Y850/share); shares closed +51% on debut at ~$995M market cap. First major orbital-services pure-play public listing.,https://www.astroscale.com/en/news/astroscale-listed-on-the-tokyo-stock-exchange-growth-market,verified,,,
coboworx,Coboworx,Robotics,Industrial Robots,Other,venture,12.2,,2024-06-05,5-Jun-24,Jun-24,2Q24,2024,Germany (Salmtel),Northstar Family Holdings,"SquareOne Venture Capital, Picus Capital, Mirko Novakovic",Modular palletizing/machine-tending cobot platform aimed at SMB manufacturers; reflects European robotics-as-platform model serving the Mittelstand.,https://tech.eu/2024/06/05/coboworx-secures-eur114m-to-provide-robotics-to-smes/,verified,,,
sitration,SiTration,Materials,Rare Earths & Critical Minerals,Seed,venture,11.8,,2024-06-05,5-Jun-24,Jun-24,2Q24,2024,"USA (Cambridge, MA)",2150,"BHP Ventures, Extantia, Orion Industrial Ventures, Azolla Ventures, E14 Fund",Porous-silicon membrane platform for critical-metals recovery from mining waste. BHP Ventures participation signals mining-major pull-through; MIT spinout. Borderline Battery Materials (recycling use case).,https://www.prnewswire.com/news-releases/sitration-raises-11-8-million-for-critical-metals-recovery-302163943.html,verified,,,
space-pioneer,Space Pioneer,Space,Launch,Series C (extension),venture,207,,2024-06-01,1-Jun-24,Jun-24,2Q24,2024,China (Beijing),Undisclosed Chinese institutional investors,,"Beijing Tianbing Technology — Tianlong-3 reusable Falcon-9-class rocket. Y1.5B extension reflects Chinese commercial-launch capital re-engaging despite the Tianlong-3 static fire mishap (June 30, 2024).",https://spacenews.com/chinas-space-pioneer-raise-funding-for-its-falcon-9-class-rocket/,verified,,,
minospace,MinoSpace,Space,Space Components,Series C,venture,137,,2024-06-01,1-Jun-24,Jun-24,2Q24,2024,China (Beijing),Undisclosed,Chinese institutional investors (undisclosed),Chinese small satellite manufacturer (Beijing Weina Star Technology); Y1B raise to scale design and mass-manufacturing infrastructure for the broader China LEO push. Date approximated to mid-June 2024 — exact day not in English sources.,https://spacenews.com/chinese-satellite-startups-galaxy-space-minospace-secure-new-funding/,verified,,,
fossa-systems,FOSSA Systems,Space,Satellite Communications,Series A,venture,6.8,,2024-06-01,1-Jun-24,Jun-24,2Q24,2024,Spain (Madrid),"Nabtesco Technology Ventures, Indico Capital Partners","Newmind Venture, Sabadell Venture Capital",Industrial IoT satellite constellation (direct-to-device LEO IoT). Date approximated to early-June; exact day not in English sources.,https://www.eu-startups.com/2024/06/madrid-based-space-tech-fossa-systems-snaps-e6-3-million-for-its-industrial-iot-satellite-constellation/,verified,,,
frore-systems,Frore Systems,Semiconductors,OSAT / Packaging & Test,Series C,venture,80,,2024-05-29,29-May-24,May-24,2Q24,2024,"USA (San Jose, CA)",Fidelity Management & Research,"Prosperity7 Ventures, Mayfield Fund, Clear Ventures, Addition, Qualcomm Ventures, MVP Ventures, Stepstone Group, Alumni Ventures",AirJet solid-state piezoelectric MEMS active cooling on-package for AI chips. Total raised $196M. Borderline category — could fit Machine Vision & Sensors as MEMS device.,https://www.froresystems.com/media-room/frore-systems-airjet-thermal-solutions-80m-series-c,archived,,,NVDA
axus-technology,Axus Technology,Semiconductors,Equipment,Strategic,strategic_corporate,12.5,,2024-05-29,29-May-24,May-24,2Q24,2024,"USA (Chandler, AZ)",IntrinSiC Investment LLC,,"Chemical mechanical planarization (CMP) equipment for SiC, MEMS, packaging, TSV/3D integration. Capital + revolving line of credit.",https://www.globenewswire.com/news-release/2024/05/29/2889910/0/en/Axus-Technology-Secures-12-5-Million-in-Capital-Funding.html,verified,,,
zeromark,ZeroMark,Robotics,Autonomous Systems & Drones,Seed,venture,7.0,,2024-05-29,29-May-24,May-24,2Q24,2024,"USA (New York, NY)","Ground Up Ventures, Andreessen Horowitz",,AI fire-control system that turns standard rifles into counter-drone weapons; a16z American Dynamism thesis play. Niche dual-use defense robotics.,https://www.businesswire.com/news/home/20240529043192/en/ZeroMark-Secures-7M-in-Seed-Funding,verified,,,
ncodin,NcodiN,Semiconductors,OSAT / Packaging & Test,Seed,venture,3.78,,2024-05-28,28-May-24,May-24,2Q24,2024,France (Paris),"Elaia, Earlybird Venture Capital, OVNI Capital",,Optical interposer using nanolasers for chiplet-to-chiplet interconnect. Targets the same packaging-bottleneck thesis as Ayar Labs / Lightmatter.,https://tech.eu/2024/05/28/ncodin-secures-eur35-million-for-optical-interposer-technology/,verified,,,
unmanned-defence-systems,Unmanned Defence Systems,Robotics,Autonomous Systems & Drones,Seed,venture,3.45,,2024-05-24,24-May-24,May-24,2Q24,2024,Lithuania (Vilnius),Coinvest Capital,"8 angel/syndicate investors, Vytenis Buzas, Ernestas Kalabuckas",Battlefield-tested swarm drones with BMS integration; Lithuanian first-satellite founders. Eastern European defense-tech wave alongside Helsing/ARX.,https://www.coinvest.lt/post/unmanned-defense-systems-raises-3-2m,archived,,,
phigent-robotics,PhiGent Robotics,Robotics,Machine Vision & Sensors,Series B,venture,30.0,,2024-05-23,23-May-24,May-24,2Q24,2024,China (Beijing),Undisclosed,,Binocular stereo-vision radar (PhiGo) for ADAS/autonomy; Series B (also called Pre-B) financing mass manufacturing scale-up. Reflects China's stereo-vision-as-cheap-LiDAR ADAS thesis.,https://startuprise.org/phigent-robotics-secures-30-mn-in-series-pre-b/,verified,,,MBLY
orca-ai,Orca AI,Robotics,Autonomous Systems & Drones,Other,venture,23.0,,2024-05-23,23-May-24,May-24,2Q24,2024,United Kingdom (London),"OCV Partners, Mizmaa Ventures","Ankona Capital Partners, Santa Barbara Venture Partners, Playfair Capital",Maritime collision-avoidance AI; claims first autonomous commercial ship voyage in congested waters. Proxy for shipping-decarbonization driven autonomy adoption.,https://techcrunch.com/2024/05/23/autonomous-shipping-startup-orca-ai-tops-up-with-23m/,archived,,,
aerodome,Aerodome,Robotics,Autonomous Systems & Drones,Series A,venture,21.5,,2024-05-22,22-May-24,May-24,2Q24,2024,"USA (Los Angeles, CA)",CRV,"Andreessen Horowitz, Karman Ventures, Immad Akhund, Ford Street Ventures",Drone-as-First-Responder for police/fire; reduces 911 response time to ~86 seconds. Subsequently acquired by Flock Safety (2024) — already a strong strategic outcome.,https://www.businesswire.com/news/home/20240522051182/en/Aerodome-Raises-21.5M-in-Series-A-Funding-Led-by-CRV,verified,,,
expedera,Expedera,Semiconductors,EDA & IP,Series B,venture,20,,2024-05-21,21-May-24,May-24,2Q24,2024,"USA (Santa Clara, CA)",indie Semiconductor,,Customizable Neural Processing Unit (NPU) IP for edge AI inference. Brings total funding to $47M+. indie Semi strategic lead unusual — IP-licensing model with auto-tier-1 strategic.,https://www.prnewswire.com/news-releases/expedera-raises-20m-series-b-302150985.html,archived,,,
relocalize,Relocalize,Robotics,Industrial Robots,Seed,venture,4.26,,2024-05-21,21-May-24,May-24,2Q24,2024,"Canada (Montreal, QC)",Desjardins Capital,"i4 Capital, Waterpoint Lane, RGS Ice",Autonomous 'dark' microfactories at grocery distribution centers; first such facility in Canada. Robotics applied to vertically-integrated last-mile food supply chains.,https://www.prnewswire.com/news-releases/relocalize-secures-5-8-million-302145432.html,archived,,,
raiderchip,RaiderChip,Semiconductors,EDA & IP,Seed,venture,1.08,,2024-05-21,21-May-24,May-24,2Q24,2024,Spain,Undisclosed (Spanish syndicate),,Hardware IP core for accelerating generative AI inference on FPGAs (GenAI v1). Borderline Fabless Design.,https://www.eenewseurope.com/en/spanish-ai-startup-raiderchip-raises-e1-million-seed-funding/,verified,,,
neros,Neros,Robotics,Autonomous Systems & Drones,Seed,venture,10.9,,2024-05-20,20-May-24,May-24,2Q24,2024,"USA (Los Angeles, CA)","Sequoia Capital, Cantos","Peter Thiel, A*, D3, Long Journey, BoxGroup",Founder-led drone startup (drone-racers) supplying Ukraine; explicitly non-Chinese supply chain at low-four-figure unit economics. American Dynamism thesis play.,https://sequoiacap.com/article/partnering-with-neros-next-gen-drones-made-in-america/,verified,,,
overland-ai,Overland AI,Robotics,Autonomous Systems & Drones,Seed,venture,10.0,,2024-05-20,20-May-24,May-24,2Q24,2024,"USA (Seattle, WA)",Point72 Ventures,"Shasta Ventures, Ascend VC, Pioneer Square Labs, Voyager Capital, Cubit Capital",Off-road autonomous ground vehicles for defense; OverDrive software up to 45 mph in unstructured terrain. DARPA RACER Phase II + $18.6M Army OT in parallel.,https://www.globenewswire.com/news-release/2024/05/20/2885032/0/en/Overland-AI-Secures-10M-in-Seed-Funding.html,verified,,,
cylib,cylib,Materials,Battery Materials,Series A,venture,59.6,,2024-05-15,15-May-24,May-24,2Q24,2024,Germany (Aachen),"World Fund, Porsche Ventures","Bosch Ventures, DeepTech & Climate Fonds, NRW.Venture, Vsquared Ventures, Speedinvest, 10x Founders",Largest-ever European battery recycling Series A. Porsche + Bosch corporate backing signals German auto-supply-chain urgency on lithium-ion recycling capacity.,https://www.cylib.de/post/next-gen-lithium-ion-battery-recycling-technology-company-cylib-raises-eu55-million-series-a-to-scale-industrially,verified,,,
zeno-power,Zeno Power,Space,Space Components,Series B,venture,50,,2024-05-14,14-May-24,May-24,2Q24,2024,"USA (Washington, DC)",Hanaco Ventures,"Seraphim Space, Balerion Space Ventures, JAWS, Vanderbilt University, RiverPark Ventures, Stage 1 Ventures, 7i Capital, Beyond Earth Ventures","Radioisotope (Sr-90) power systems for satellites, lunar landers, and undersea infrastructure. Dual-use space/defense thesis; complements broader nuclear-onboard-power renaissance.",https://spacenews.com/nuclear-battery-startup-zeno-power-raises-50-million-to-expand-in-space-and-at-sea/,verified,,,
gausium,Gausium,Robotics,Humanoid & Service Robots,Series D,venture,50.0,,2024-05-14,14-May-24,May-24,2Q24,2024,China (Shanghai),Undisclosed,,Indoor cleaning robots; cumulative Series D total reached $50M after this strategic top-up. Gausium claims first-time corporate profitability — significant validation for service-robot economics.,https://www.therobotreport.com/gausiums-cleaning-robots-brings-in-50m-for-global-expansion/,verified,,,
gatik,Gatik,Robotics,Autonomous Systems & Drones,Strategic,strategic_corporate,30.0,,2024-05-14,14-May-24,May-24,2Q24,2024,"USA (Mountain View, CA)",Isuzu Motors,,Strategic equity from Isuzu commits to dedicated Level 4 autonomous truck production facility starting 2027 — first OEM/AV company joint mass-production commitment in the sector.,https://gatik.ai/news/press-releases/isuzu-invests-us30-million-in-gatik-to-develop-autonomous-driving-logistics-business/,verified,,,
the-bot-company,The Bot Company,Robotics,Humanoid & Service Robots,Seed,venture,150.0,,2024-05-13,13-May-24,May-24,2Q24,2024,"USA (San Francisco, CA)","Nat Friedman, Daniel Gross, Spark Capital","Quiet Capital, Patrick Collison, John Collison, Elad Gil, Fifty Years",Outsized seed for ex-Cruise CEO Kyle Vogt's stealth household-robotics venture; remarkable seed quantum reflects founder pedigree premium typical of 2024's physical-AI moment.,https://www.bloomberg.com/news/articles/2024-05-13/cruise-founder-kyle-vogt-starts-vc-funded-robotics-startup,verified,,,NVDA
metisx,MetisX,Semiconductors,Fabless Design,Series A,venture,44,,2024-05-13,13-May-24,May-24,2Q24,2024,South Korea (Seongnam),"SV Investment, STIC Ventures, LB Investment, Industrial Bank of Korea","Mirae Asset Venture Investment, Mirae Asset Capital, IMM Investment, SBI Investment, Tony Investment, Wonik Investment Partners",Fabless CXL-based memory/compute architecture; rebranded XCENA in Dec 2024. Korean memory-compute startup riding CXL standard adoption.,https://www.finsmes.com/2024/05/metisx-raises-44m-in-series-a-funding.html,verified,,,
infinite-orbits,Infinite Orbits,Space,In-Orbit Services,Series A,venture,12.9,,2024-05-13,13-May-24,May-24,2Q24,2024,France (Toulouse),Newfund Capital,"EIC Fund, IRDI Capital Investissement, Space Founders France (CNES)",GEO satellite life-extension servicing (Endurance vehicle). EIC Fund + Space Founders cornerstone reflects French sovereign-tech industrial policy spreading to space-services layer.,https://www.infiniteorbits.io/post/infinite-orbits-raises-12m-to-build-the-first-solution-for-satellite-life-extension,verified,,,
itda-semiconductor,Itda Semiconductor,Semiconductors,EDA & IP,Pre-Series A,venture,2.2,,2024-05-10,10-May-24,May-24,2Q24,2024,South Korea (Hwaseong),"We Ventures, L&S Venture Capital",,No-code EDA tool for design and optimization of power and clock systems in complex SoCs. Niche but timely AI-for-EDA play.,https://semiengineering.com/startup-funding-q2-2024/,verified,,,
hysata,Hysata,Materials,Structural Materials,Series B,venture,111,,2024-05-09,9-May-24,May-24,2Q24,2024,"Australia (Wollongong, NSW)","bp Ventures, Templewater","IP Group Australia, Kiko Ventures, Virescent Ventures (CEFC), Hostplus, Vestas Ventures, BlueScopeX, POSCO Holdings, POSCO E&C, IMM Investment, Shinhan Financial Group, Oman Investment Authority IDO",Capillary-fed alkaline electrolyser for green-hydrogen — largest Australian cleantech Series B in history. bp Ventures + POSCO corporate strategics signal heavy industry's commitment to electrolyser cost-curve. Borderline subsector — closer to industrial energy than materials.,https://hysata.com/news/hysata-announces-111m-usd-series-b-investment-round/,verified,,,
deepx,DEEPX,Semiconductors,Fabless Design,Series C,venture,80.5,529,2024-05-09,9-May-24,May-24,2Q24,2024,South Korea (Seongnam),SkyLake Equity Partners,"AJU IB, Timefolio Asset Management, BNW Investments","On-device AI semiconductor (DX-V1, DX-V3, DX-M1, DX-H1) for vision, robotics, AI servers. Korean fabless ecosystem maturing alongside Rebellions/FuriosaAI.",https://techcrunch.com/2024/05/09/ai-chip-startup-deepx-secures-80-5m-series-c-at-a-529m-valuation/,verified,,,
arcium,Arcium,Token,Decentralized AI / DePIN,Strategic,token,5.5,,2024-05-09,9-May-24,May-24,2Q24,2024,Global,Greenfield Capital,"Coinbase Ventures, Heartcore Capital, Longhash VC, L2 Iterative Ventures, Staking Facilities, Smape Capital, Everstake","Parallelized confidential-computing network combining MPC, FHE & ZK; encrypted-data compute infrastructure on Solana. Strong signal that confidential-compute primitives are getting investable as standalone DePIN.",https://www.theblock.co/post/293411/arcium-raises-5-5-million-in-strategic-round-to-develop-confidential-computing-network,verified,,,
xtend,XTEND,Robotics,Autonomous Systems & Drones,Series B,venture,40.0,110,2024-05-08,8-May-24,May-24,2Q24,2024,Israel (Tel Aviv),Chartered Group,Clal-Tech,"Defense-tech drone OS battle-tested with IDF in Gaza and US DoD contracts; combat-validation a clear catalyst. Round priced after operational deployment, not before.",https://www.prnewswire.com/il/news-releases/xtend-secures-40m-302141704.html,archived,,,
lucid-bots,Lucid Bots,Robotics,Autonomous Systems & Drones,Series A,venture,9.1,,2024-05-08,8-May-24,May-24,2Q24,2024,"USA (Charlotte, NC)",Cubit Capital,"Idea Fund Partners, Danu Venture Group, Y Combinator Growth Fund, Gratus Capital",Sherpa exterior cleaning drone + Lavo Bot pressure-washer; domestic US drone manufacturing economics beat overseas shipping. Niche but profitable category.,https://techcrunch.com/2024/05/08/lucid-bots-secures-9m-for-drones-to-clean-more-than-your-windows/,verified,,,
nami-surgical,Nami Surgical,Robotics,Surgical & Medical,Seed,venture,4.9,,2024-05-08,8-May-24,May-24,2Q24,2024,United Kingdom (Glasgow),Eos Advisory,"Maven Capital, SIS Ventures, Scottish Enterprise, Innovate UK Biomedical Catalyst",Miniaturized ultrasonic scalpel for robotic-assisted surgery; combines $4M of equity + IUK grant. University of Glasgow spinout.,https://www.businesswire.com/news/home/20240508013293/en/Nami-Surgical-Secures-Investment,verified,,,
wayve,Wayve,Robotics,Autonomous Systems & Drones,Series C,venture,1050.0,,2024-05-07,7-May-24,May-24,2Q24,2024,United Kingdom (London),SoftBank Group,"NVIDIA, Microsoft, Eclipse Ventures",Largest AI/AV financing in Europe to date; embodied AI for end-to-end self-driving across many OEM platforms. Anchors SoftBank's physical-AI thesis alongside Arm.,https://wayve.ai/press/series-c/,verified,,,NVDA
carbon-robotics,Carbon Robotics,Robotics,Industrial Robots,Series C (extension),venture,10.0,,2024-05-07,7-May-24,May-24,2Q24,2024,"USA (Seattle, WA)",NVentures (NVIDIA),,Strategic NVentures top-up to Series C; amount estimated at $10M (precise figure undisclosed). AI laser-weeder; precedes the $70M Series D in October 2024.,https://www.businesswire.com/news/home/20240507011393/en/Carbon-Robotics-NVentures,verified,,,
unlimited-robotics,Unlimited Robotics,Robotics,Humanoid & Service Robots,Seed,venture,5.0,,2024-05-07,7-May-24,May-24,2Q24,2024,Israel (Tel Aviv),lool ventures,"Avishai Abrahami, Micha Kauffman",Two-armed hospital service robot 'Gary' deployed at Rabin Medical Center and Shamir Medical Center. Service-robot adjacent to humanoid form factor.,https://www.calcalistech.com/ctechnews/article/bjlpqgber,verified,,,
privateer-space,Privateer Space,Space,In-Orbit Services,Series A,venture,56.5,,2024-05-06,6-May-24,May-24,2Q24,2024,"USA (Kihei, HI)",Aero X Ventures,"Lux Capital, BOKA Group, Starburst Ventures, Winklevoss twins",Space situational awareness and orbital data; round announced concurrent with acquisition of Orbital Insight. Steve Wozniak co-founder; pivot to data-fusion is a strategic narrative shift from physical SSA hardware.,https://spacenews.com/acquires-orbital-insight/,verified,,,
motional,Motional,Robotics,Autonomous Systems & Drones,Strategic,strategic_corporate,475.0,,2024-05-02,2-May-24,May-24,2Q24,2024,"USA (Boston, MA)",Hyundai Motor Group,,Hyundai injected $475M of fresh capital alongside acquiring Aptiv's stake; combined commitment near $1B reflects Aptiv's de-risking from robotaxi capex.,https://techcrunch.com/2024/05/02/hyundai-is-spending-close-to-1-billion-to-keep-self-driving-startup-motional-alive/,verified,,,HMC;APTV
psiquantum,PsiQuantum,Semiconductors,Frontier Compute,Government investment,government,620,,2024-04-30,30-Apr-24,Apr-24,2Q24,2024,"USA (Palo Alto, CA)","Australian Commonwealth Government, Queensland State Government",,Equity + grants + loans package to build utility-scale fault-tolerant photonic quantum computer in Brisbane by 2027. Sovereign-backed quantum bet at industrial scale.,https://www.psiquantum.com/news-import/psiquantum-to-build-worlds-first-utility-scale-fault-tolerant-quantum-computer-in-australia,verified,,,
vitestro,Vitestro,Robotics,Surgical & Medical,Other,venture,22.0,,2024-04-30,30-Apr-24,Apr-24,2Q24,2024,Netherlands (Utrecht),"Sonder Capital, NYBC Ventures","Invest-NL, European Innovation Council Fund",Autonomous robotic phlebotomy device; targeting CE Mark by end-2024 with European hospital pre-orders. Niche example of fully autonomous medical robotics outside surgery proper.,https://vitestro.com/vitestro-secures-22m-funding-2024-en/,archived,,,
spinem-robotics,SpinEM Robotics,Robotics,Surgical & Medical,Series A (extension),venture,11.0,,2024-04-30,30-Apr-24,Apr-24,2Q24,2024,France (Saint-Martin d'Heres),Spineart,,"Strategic equity from Spineart for spine-surgery robotics/navigation; Stephane Lavallee (founder of MedTech, Praxim) leads. Tight strategic round, not financial VC.",https://www.prnewswire.com/news-releases/spinem-robotics-and-spineart-forge-strategic-partnership-302130863.html,archived,,,
shinkei-systems,Shinkei Systems,Robotics,Industrial Robots,Seed,venture,6.0,,2024-04-29,29-Apr-24,Apr-24,2Q24,2024,"USA (Los Angeles, CA)",Cantos,"8VC, Impatient Ventures, Susa/Humba Ventures, Carya Venture Partners, Ravelin Capital, Red & Blue Ventures, Undeterred Capital",Robotic ike-jime fish processing — automates centuries-old technique to triple shelf-life. Vertical-specific robotics with built-in pricing power versus commoditized fish.,https://www.prnewswire.com/news-releases/shinkei-announces-6-million-in-seed-funding-302129539.html,archived,,,
aligned-layer,Aligned Layer,Token,Decentralized AI / DePIN,Series A,token,20,,2024-04-25,25-Apr-24,Apr-24,2Q24,2024,Global,Hack VC,"DAO5, L2Iterative, Nomad Capital, FinalityCap, Symbolic VC, Theta Capital",EigenLayer AVS providing decentralized ZK-proof verification — coprocessor compute layer for Ethereum. Borderline category: closer to crypto infra/ZK middleware than pure AI-DePIN.,https://www.coindesk.com/business/2024/04/25/eigenlayer-powered-aligned-layer-raises-20m-to-make-zk-proofs-faster-cheaper-on-ethereum,verified,,,
forcen,Forcen,Robotics,Motion Control & Actuators,Series A,venture,6.1,,2024-04-25,25-Apr-24,Apr-24,2Q24,2024,"Canada (Toronto, ON)","Brightspark Ventures, BDC Capital Deep Tech Venture Fund","Garage Capital, MaRS IAF, EmergingVC","Force/torque sensors for surgical, logistics, humanoid, and space robotics — picks-and-shovels for the touch-sensor stack underlying dexterous manipulation.",https://www.therobotreport.com/forcen-closes-funding-to-develop-superhuman-robotic-manipulation/,verified,,,
pld-space,PLD Space,Space,Launch,Other,venture,85,,2024-04-23,23-Apr-24,Apr-24,2Q24,2024,Spain (Elche),Undisclosed,Includes PERTE (Spanish government program contributions),Spanish small launch developer (Miura 1 / Miura 5); Eur78M mixed equity + PERTE government contributions. Funds Elche rocket factory expansion.,https://www.satellitetoday.com/finance/2024/04/23/spanish-launch-startup-pld-space-raises-85m/,verified,,,
pipedream-labs,Pipedream Labs,Robotics,Warehouse & Logistics,Seed,venture,13.0,,2024-04-23,23-Apr-24,Apr-24,2Q24,2024,"USA (Austin, TX)",Starship Ventures,"Cortado Ventures, Myelin Ventures",Underground delivery network ('hyperlogistics'); 0.7-mile production network already in Peachtree Corners. Speculative but distinctive logistics-robotics infrastructure thesis.,https://www.restaurantbusinessonline.com/technology/underground-delivery-startup-pipedream-raises-13m,verified,,,
prime-intellect,Prime Intellect,Token,Decentralized AI / DePIN,Seed,token,5.5,,2024-04-23,23-Apr-24,Apr-24,2Q24,2024,USA,"Distributed Global, CoinFund","Compound, Collab+Currency, Protocol Labs (Juan Benet), Clem Delangue (Hugging Face)",Decentralized AI research/training platform aggregating distributed compute for collaborative AI model creation. Hugging Face + Protocol Labs angel involvement signals OSS-AI / decentralized-training intersection.,https://fortune.com/2024/04/23/coinfund-distributed-global-prime-intellect-artificial-intelligence-ai-development/,verified,,,
