entity_id,company,company_description,sector,subsector,value_chain_tier,bottleneck_risk,policy_exposure,round,deal_type,amount_m,valuation_m,date,date_display,month_year,quarter,year,location,lead_investors,co_investors,related_tickers,robotnik_take,source
skydio,Skydio,"Manufactures autonomous drones for public safety, defense, and industrial inspection, with onboard AI for obstacle avoidance and tracking. Sunset its consumer drone line in 2023 to focus on enterprise and government customers; more than half of its pipeline is defense-related.",Robotics,Autonomous Systems & Drones,System Integration,Medium,None,Series F,venture,110.0,4400.0,2026-04-23,23-Apr-26,Apr-26,2Q26,2026,"USA (San Mateo, CA)",Undisclosed,,,"$110M is a deliberately small mark on top of the existing capital base — Skydio is signaling optionality rather than capital need, with the separate $3.5B US manufacturing pledge (Skyforge) as the load-bearing announcement. Comp set: AeroVironment (AVAV), Kratos (KTOS), Red Cat (RCAT) on the US-listed defense-drone side; Anduril and PDW as private peers; DJI as the China cost-anchor Skyforge is designed to displace. $4.4B post is a discount to Anduril-tier multiples. Reads as IPO conditioning more than financing.",https://www.skydio.com/blog/skydio-series-f
manna-air-delivery,Manna Air Delivery,Irish drone delivery operator running suburban food and retail delivery routes. Expanding into the US and broader European markets; competes with Zipline and Wing in last-mile drone delivery.,Robotics,Autonomous Systems & Drones,System Integration,Medium,None,Series B,venture,50.0,,2026-04-01,1-Apr-26,Apr-26,2Q26,2026,Ireland (Dublin),ARK Invest,"Ireland Strategic Investment Fund, Schooner Capital, Coca-Cola HBC, Molten Ventures",,"ARK Invest leading is the tell — a retail-investor-narrative vehicle anchoring a European drone-delivery operator means Manna is being positioned as the public-market proxy ahead of Zipline (private) and Wing (under GOOGL) on the listed side. Coca-Cola HBC strategic participation is the underrated piece, locking in consumer-brand distribution. Closest listed read-through is Joby and Archer on the eVTOL tape, though category mechanics differ. Reads as IPO-conditioning capital, not growth-mode burn financing.",https://www.businesswire.com/news/home/20260310714366/en/Manna-Air-Delivery-Raises-$50Million-Series-B-as-It-Announces-Plans-to-Expand-in-the-United-States
wayve,Wayve,"Develops end-to-end embodied AI driving models that learn driving behavior from data rather than hand-coded rules. Licenses its self-driving stack to automakers and operates ride-hail pilots in the U.K., Germany, and the U.S.",Robotics,Autonomous Systems & Drones,System Integration,Medium,None,Series D (extension),venture,60.0,,2026-04-15,15-Apr-26,Apr-26,2Q26,2026,United Kingdom (London),AMD,"Arm, Qualcomm Ventures",,"AMD leading with Arm and Qualcomm Ventures alongside is a pure chip-vendor strategic round on top of the $1.2B Series D — all three need a credible compute-agnostic AV stack to counter the Nvidia (NVDA)/Drive Thor lock-in and Tesla (TSLA) FSD-on-Dojo proprietary stack. Comp set: Mobileye (MBLY) on AV compute platforms, Horizon Robotics on the Chinese parallel; Waabi and Helm.ai on private end-to-end peers. The chip-vendor coalition is essentially financing Wayve as the anti-Nvidia option at zero dilution to mark.",https://wayve.ai/press/series-d-extension/
smart-robotics,Smart Robotics,"Dutch developer of pick-and-place robotic cells for intralogistics, with more than 120 systems deployed and over 1 billion successful production picks. Targets European warehouse and distribution operators.",Robotics,Warehouse & Logistics,System Integration,Pre-commercial,None,Series A,venture,10.8,,2026-04-21,21-Apr-26,Apr-26,2Q26,2026,Netherlands (Eindhoven),Rotterdamse Havendraken,"Innovation Industries, Ernij Next",,"Rotterdam port-aligned LP plus Dutch national-fund participation pegs Smart Robotics as a Netherlands sovereign-industrial play — 1B successful picks across 120+ systems is real deployment scale that European intralogistics underwriters can credit. Comp set: Sereact and Covariant on AI-pick-and-place peers, Symbotic (SYM) on listed warehouse-automation, AutoStore (AUTO NO) on goods-to-person, Kardex (KARN SW) on industrial-automation. Series A at $10.8M is modest for the deployed base — round reads as European expansion capital.",https://smart-robotics.io/news/funding-round/
anvil-robotics,Anvil Robotics,"Builds a modular development-kit platform ('Legos for robots') for physical-AI builders, shipping the OpenARM and YAM platforms on launch. Targets the developer-platform layer alongside Trossen and Hello Robot.",Robotics,Software & Simulation,Software & Services,Pre-commercial,None,Seed (extension),venture,5.5,,2026-04-03,3-Apr-26,Apr-26,2Q26,2026,"USA (San Francisco, CA)","Matter Venture Partners, Humba Ventures","DNX Ventures, Spacecadet Ventures, Position Ventures, Vivek Sodera",,"Modular 'Legos for robots' development-kit positioning is the cleanest physical-AI-builder-platform play in this window — Matter Venture Partners plus Humba Ventures syndicate signals deep-tech conviction on the dev-platform layer rather than full-system integration. Comp set: Trossen Robotics on US dev-platform incumbent, Hello Robot on Stretch mobile manipulation, Unitree (private) on consumer-priced legged peers, Boston Dynamics (under Hyundai) on enterprise. Seed extension at $5.5M is modest — OpenARM and YAM platform adoption is the early-traction signal.",https://news.crunchbase.com/robotics/physical-ai-custom-robot-builder-seed-funding-anvil/
bubble-robotics,Bubble Robotics,French developer of persistent AI-driven autonomous underwater vehicles for offshore wind and subsea infrastructure operations. Competes with Saildrone and Ocean Infinity in maritime autonomy.,Robotics,Autonomous Systems & Drones,System Integration,Pre-commercial,None,Pre-Seed,venture,5.0,,2026-04-21,21-Apr-26,Apr-26,2Q26,2026,France (Paris),"Episode 1 Ventures, Asterion Ventures, Norrsken Evolve",,,"Offshore-wind subsea inspection is the European autonomy beachhead — $4M+ LOIs at pre-seed is the load-bearing signal, not the round size, because subsea AUV deployments are revenue-gated by certification not capital. Comp set: Saildrone on US surface-vessel autonomy, Ocean Infinity on hybrid manned-unmanned subsea, Kongsberg Maritime as the Norwegian incumbent counter, Anduril Dive-LD on defense-AUV; Oceaneering (OII) and TechnipFMC (FTI) as the listed subsea-services peers feeling the displacement.",https://oceannews.com/news/science-technology/bubble-robotics-announces-pre-seed-round-to-build-the-oceans-autonomous-workforce
humble-robotics,Humble Robotics,"Builds cabless autonomous Class 8 electric trucks for dock-to-dock freight. Targets the AV-trucking segment alongside Aurora, Kodiak, and Plus.ai.",Robotics,Autonomous Systems & Drones,System Integration,Pre-commercial,None,Seed,venture,24.0,,2026-04-21,21-Apr-26,Apr-26,2Q26,2026,"USA (San Francisco, CA)",Eclipse Ventures,Energy Impact Partners,,"Eclipse leading a cabless AV-trucking seed is the late-cycle entry — AV-trucking has consolidated to Aurora (AUR), Kodiak, and Plus.ai, and Humble enters with a hardware-first cabless thesis when the surviving incumbents have all gone software-first. Comp set: Aurora on listed AV-trucking, Kodiak post-SPAC merger, Plus.ai on China-US dual-listed peer; TuSimple (delisted) as the cautionary precedent. Cabless Class 8 EV is the differentiator on paper; whether shippers underwrite the truck-only AV form factor is the real test.",https://fortune.com/2026/04/21/exclusive-humble-freight-autonomous-truck-eclipse-trucking/
deepway,DeepWay,"Chinese autonomous heavy-duty electric trucking company building both the trucks and the self-driving stack. Baidu-backed; approximately 6,400 trucks delivered to date as it pursues a Hong Kong listing.",Robotics,Autonomous Systems & Drones,System Integration,Medium,China_Made_In_China_2025,Pre-IPO,venture,310.0,,2026-04-21,21-Apr-26,Apr-26,2Q26,2026,China (Beijing),Stone Venture,"NGS Super, Xiamen Guosheng Fund, ABC Impact, Nanjing Ronghe Venture Capital",,"Largest China autonomous-trucking round in five years funds the Hong Kong listing prep; ~6,400 trucks delivered already gives DeepWay the most operational evidence of any AV-trucking name globally. Comp framing — TuSimple (delisted), Kodiak (private), Embark (defunct), Aurora (AUR) on the public side, Waabi and Plus on private — makes DeepWay the only name with serious commercial scale. Baidu's continued backing is structural; HKEX listing is the catalyst. Closest sector parallel is the path Pony.ai (PONY) took to public markets.",https://thenextweb.com/news/deepway-310m-pre-ipo-financing
skyfireai,SkyfireAI,"Builds multi-drone autonomy software for first responders and the Department of Defense. Founded by US Navy, intelligence community, and DARPA veterans; competes with Skydio, Shield AI, and Brinc on a software-first approach.",Robotics,Autonomous Systems & Drones,System Integration,Pre-commercial,US_DPA_Title_III,Seed,venture,11.0,,2026-04-29,29-Apr-26,Apr-26,2Q26,2026,"USA (Huntsville, AL)",Mucker Capital,"AI Fund, SaaS Ventures, Halogen Ventures, Harvard Business School Alumni Angels, New York Angels",,"Multi-drone autonomy software-only positioning is the differentiator vs Skydio's vertically integrated hardware-plus-software approach — and Navy/IC/DARPA-founder pedigree is the underwrite for the DoD-channel thesis at seed stage. Comp set: Skydio on vertically integrated US drone, Shield AI on autonomy plus hardware, Brinc on public-safety drones, Anduril Ghost on defense autonomy. AI Fund participation is the underrated piece — Andrew Ng's vehicle taking a defense-drone software stake is the signal that LLM-stack veterans are pivoting into physical-AI.",https://www.thedronegirl.com/2026/04/28/skyfireai-drone-autonomy-software/
glydways,Glydways,"Builds an autonomous personal-transit network — small electric pods running on dedicated guideway infrastructure. Operational pilots running in the UAE, New York City, and Atlanta.",Robotics,Autonomous Systems & Drones,System Integration,Medium,None,Series C,venture,170.0,700.0,2026-04-14,14-Apr-26,Apr-26,2Q26,2026,"USA (San Francisco, CA)","Suzuki Motor, ACS Group, Khosla Ventures","Mitsui Chemicals, Gates Frontier, Obayashi Corporation",,"Suzuki and Mitsui Chemicals strategics alongside Khosla is the cleanest signal that micro-transit guideway-AV is being priced as a separate category from robotaxi — Glydways is closer to a Skytrain replacement than a Waymo competitor. Comp set: Zoox (Amazon-owned) on operator-owned pod fleets, Ultra Global PRT on legacy guideway; no direct public proxy. UAE, NYC, and Atlanta pilots in commercial operation give Glydways the most active deployment story in AV-transit. $700M is reasonable for the first round where revenue is no longer hypothetical.",https://www.globenewswire.com/news-release/2026/04/14/3273722/0/en/Glydways-Raises-Oversubscribed-170M-Series-C-as-First-Autonomous-Vehicle-Networks-Enter-Public-Operation-in-2026.html
a-k-robotics,A&K Robotics,Canadian manufacturer of Cruz autonomous passenger pods deployed at YVR (Vancouver) and Madrid-Barajas airports. Targets airport mobility and accessibility applications.,Robotics,Humanoid & Service Robots,System Integration,Pre-commercial,None,Series A,venture,5.7,,2026-04-22,22-Apr-26,Apr-26,2Q26,2026,"Canada (Vancouver, BC)","BDC Capital, Vantage Futures","RiSC Capital, Grep VC, Nimbus Synergies, Dan Gelbart",,"Cruz pods deployed at YVR and Madrid-Barajas is real operational footprint, but the airport-mobility category is structurally thin — accessibility TAM is constrained by airport-by-airport procurement cycles and unit economics scale poorly without network density. Comp set: Glydways on US guideway-AV with Khosla-backed scale, Whill (private) on personal mobility devices, Einride on adjacent autonomous transit. Series A at $5.7M is reasonable for the deployment base — round reads as airport-by-airport expansion capital, not category-redefining.",https://www.businesswire.com/news/home/20260421367847/en/AK-Robotics-Raises-$8-Million-to-Build-Autonomous-Mobility-Infrastructure-for-Airports
reliable-robotics,Reliable Robotics,"Builds a fully automated, FAA-certifiable autonomy system for cargo aircraft, retrofitting existing fleets for pilotless operation. More than 200 committed orders; selected for the US Department of Transportation's eIPP program.",Robotics,Autonomous Systems & Drones,System Integration,Medium,None,Series D,venture,160.0,,2026-04-21,21-Apr-26,Apr-26,2Q26,2026,"USA (Mountain View, CA)",Nimble Partners,"Eclipse Ventures, Lightspeed Venture Partners, Coatue, Pathbreaker Ventures, Island Green Capital, Socium Ventures, AE Ventures, RTX Ventures, Presidio Ventures (Sumitomo), UP.Partners, KAS Venture Partners",,"Boeing AE Ventures + RTX Ventures + Sumitomo on the cap table is the load-bearing signal — autonomous cargo aviation is now being underwritten by the primes themselves, not just venture capital. Comp set: Joby (JOBY) and Archer (ACHR) on eVTOL, Xwing on autonomous cargo (acquired by Joby), Merlin Labs as private peer, AeroVironment (AVAV) as the public proxy on autonomous aviation broadly. DOT eIPP selection plus 200+ committed orders gives Reliable the regulatory moat. Cleanest pre-revenue cargo-AV bet.",https://www.finsmes.com/2026/04/reliable-robotics-raises-160m-in-new-investment.html
scout-ai,Scout AI,"Builds a foundation model for unmanned warfare reasoning across air, land, sea, and space domains. Holds approximately $11M in Department of War contracts in its first year; competes with Anduril Lattice and Shield AI Hivemind on multi-domain autonomy.",Robotics,Software & Simulation,Software & Services,Pre-commercial,None,Series A,venture,100.0,,2026-04-29,29-Apr-26,Apr-26,2Q26,2026,"USA (Silicon Valley, CA)","Align Ventures, Draper Associates","Decisive Point, Booz Allen Ventures, BVVC, Neman Ventures, Evolution VC Partners, Heraclitus Capital Management, Sigmas Group, Disruptive Founders Fund, Vaughn Capital Partners",,"Foundation model for unmanned warfare reasoning across all four domains is the most ambitious software-only defense-AI thesis in the dataset — Scout is competing with in-house autonomy stacks at the verticalized primes, not just other software vendors. Comp set: Anduril Lattice (cross-domain command), Shield AI Hivemind, Palantir (PLTR) Maven on targeting/intel; Booz Allen and Draper on the cap table provides integrator + IC pull. JADC2 stack is consolidating around 3-4 platform-autonomy vendors — Scout is positioning for the brain-layer.",https://www.prnewswire.com/news-releases/scout-ai-raises-100m-series-a-to-build-the-ai-brain-for-unmanned-warfare-302756871.html
firestorm-labs,Firestorm Labs,"Builds expeditionary 3D-printed drones intended for in-theater manufacture by US and allied forces, targeting build cycles of under nine hours from spool to flight. Sells to DoD as part of the attritable-systems wave.",Robotics,Autonomous Systems & Drones,System Integration,Medium,US_DPA_Title_III,Series B,venture,82.0,,2026-04-29,29-Apr-26,Apr-26,2Q26,2026,"USA (San Diego, CA)",Washington Harbour Partners,"Booz Allen Ventures, Lockheed Martin Ventures, In-Q-Tel, New Enterprise Associates, Ondas, Geodesic, Motley Fool Ventures",,"Containerized in-theater 3D-printing of attritable drones is the cleanest Ukraine-war-lessons-learned bet that has translated into a US procurement-ready product. Comp set: Anduril Roadrunner on attritable autonomy, AeroVironment (AVAV) Switchblade on precedent product, Saab Carl-Gustaf on consumable-munitions doctrine. Lockheed Martin Ventures + In-Q-Tel + Booz Allen Ventures on the cap table is the strongest IC-and-prime validation in the window — one of the most strategically endorsed defense-tech rounds.",https://www.accessnewswire.com/newsroom/en/aerospace-and-defense/firestorm-labs-announces-82-million-series-b-to-accelerate-expeditionary-defe-1162253
niulinx,Niulinx,Italian autonomous vehicle stack developer spun out of Politecnico di Milano. Builds a full AV software stack targeted at European robotaxi deployments; comparable to Wayve and Mobileye Drive at the AV-software layer.,Robotics,Autonomous Systems & Drones,System Integration,Pre-commercial,None,Series A,venture,41.5,,2026-04-14,14-Apr-26,Apr-26,2Q26,2026,Italy (Milan),"A2A, CDP Venture Capital","AFL, Ferrovie dello Stato Italiane, Pirelli, VC Partners SGR, MOST, ICO Falck Foundation",,"Italy's largest AV round to date is more about industrial-policy positioning than competitive AV-stack capability — A2A, CDP, Pirelli, and Ferrovie dello Stato is a sovereign-industrial syndicate, not a tech-VC syndicate. Comp set: Wayve (UK) and Mobileye (MBLY) on the AV-software layer, Mercedes Drive Pilot on EU OEM-led autonomy. Niulinx is closer to a national-champion bet than a Wayve-tier AI-first stack; the test is whether Italian municipal robotaxi pilots materialize on the timeline implied by this cap table.",https://en.ilsole24ore.com/art/autonomous-driving-niulinx-challenges-italian-robotaxi-round-38-million-AIjZjCRC
ulysses-ecosystem-engineering,Ulysses Ecosystem Engineering,Builds autonomous underwater drones for marine ecosystem restoration — seagrass replanting — and offshore-energy and defense applications. Combines blue-carbon restoration with dual-use maritime autonomy.,Robotics,Autonomous Systems & Drones,System Integration,Pre-commercial,None,Series A,venture,38.0,,2026-04-16,16-Apr-26,Apr-26,2Q26,2026,Ireland (Dublin),Andreessen Horowitz,"Booz Allen Ventures, Harpoon Ventures",,"Andreessen Horowitz leading an underwater-drone restoration play with Booz Allen Ventures alongside is the load-bearing combination — a16z brings consumer-AV brand, Booz Allen Ventures brings IC and DoD channel access. Comp set: Saildrone on US autonomous maritime, Bedrock on subsea autonomy, Anduril Dive-LD on UUV defense, Ocean Infinity on commercial subsea. Blue-carbon restoration is the entry wedge; the actual revenue thesis is offshore-energy and defense subsea work, where margins are real.",https://www.irishtimes.com/business/2026/04/16/irish-founded-ulysses-raises-38m-in-series-a-funding/
all3,All3,"Vertically integrated construction automation venture combining AI architecture software, robotic fabrication factories, and the Mantis legged robot for residential construction in Germany. Founded by the Samokat (Russian grocery delivery) founder.",Robotics,Industrial Robots,System Integration,Pre-commercial,None,Seed,venture,25.0,,2026-04-29,29-Apr-26,Apr-26,2Q26,2026,United Kingdom (London),RTP Global,"SuperSeed, Begin Capital, s16vc, VNV Global",,"$25M seed for vertically integrated construction-robotics is the founder-pedigree trade — Samokat's $1.5B exit gives the cap table conviction, but the actual category (residential-construction automation) has a long graveyard. Comp set: Built Robotics on US construction autonomy, Dusty Robotics on layout, Saronic-adjacent Bedrock on equipment; Skanska and Vinci as the EU GC counters that would either partner or build in-house. Mantis legged-robot positioning is unproven; AI-architecture wedge is the realistic near-term revenue path.",https://thenextweb.com/news/all3-25m-seed-construction-robots-ai-housing
fortem-technologies,Fortem Technologies,Builds the DroneHunter kinetic counter-drone interceptor and the SkyDome radar system. Strategic backers Lockheed Martin and Hanwha provide defense channel access; sells counter-UAS systems to militaries and critical infrastructure operators.,Robotics,Autonomous Systems & Drones,System Integration,Medium,US_DPA_Title_III,Series B,venture,25.0,,2026-04-22,22-Apr-26,Apr-26,2Q26,2026,"USA (Lindon, UT)",Lockheed Martin,,,"Lockheed Martin (LMT) leading as sole equity investor is the load-bearing fact — a prime taking the entire round signals Fortem is being absorbed into Lockheed's Sanctum counter-UAS ecosystem rather than scaled as an independent. Comp set: Anduril Roadrunner on attritable interceptors, Epirus on HPM counter-drone, Raytheon Coyote on incumbent prime systems, RTX (RTX) on adjacent C-UAS. Hanwha continuing as strategic gives Korean export channel access. Reads as quasi-acquisition financing, not growth-mode capital.",https://news.lockheedmartin.com/2026-04-22-Lockheed-Martin-Invests-25M-in-Fortem-Technologies-to-Meet-Urgent-Demand-for-Countering-UAS-Threats
squaremind,SquareMind,"Builds Swan, a robotic full-body dermoscopic imaging platform for skin examinations, CE-marked and FDA Class I exempt. Founded with backing from Intuitive Surgical co-founder Fred Moll's Sonder vehicle.",Robotics,Surgical & Medical,System Integration,Pre-commercial,None,Pre-Series A,venture,18.0,,2026-04-27,27-Apr-26,Apr-26,2Q26,2026,France (Paris),Sonder Capital,"Deeptech 2030 Fund (Bpifrance), Adamed Technology, Calm/Storm Ventures, Teampact Ventures",,"Sonder Capital leading puts Intuitive Surgical (ISRG) founder Fred Moll directly on the cap table — the strongest possible endorsement for a surgical-robotics-adjacent imaging system, and the cleanest investor signal in the medical-robotics window. Comp set: Castle Biosciences (CSTL) on skin-cancer testing, DermTech (delisted) on the melanoma-diagnostics precedent, Intuitive Surgical (ISRG) on the broader surgical-robotics anchor. CE/FDA Class I-exempt fast-tracks 2026 US/EU launch — the regulatory path is the differentiator, not the imaging hardware.",https://www.businesswire.com/news/home/20260427129819/en/SquareMind-Raises-$18-Million-to-Redefine-Skin-Exams-With-Robotics-and-AI
donecle,Donecle,French manufacturer of automated aircraft-inspection drones with Airbus and Boeing certifications plus EASA and FAA approvals. The only operator with both Airbus and Boeing certifications for drone-based aircraft inspection.,Robotics,Autonomous Systems & Drones,System Integration,Medium,None,Series B,venture,11.0,,2026-04-15,15-Apr-26,Apr-26,2Q26,2026,France (Toulouse),"IRDI Capital Investissement, SWEN Capital Partners","GSO Innovation, ARIS Occitanie",,"Holding both Airbus and Boeing certifications for aircraft-inspection drones is the structural moat — dual-OEM certification gates the entire MRO market, and Donecle is the only operator with both. Comp set: Mainblades on EU aircraft-inspection, Avitas Systems (under GE) on US inspection-drone, FLYABILITY on confined-space inspection; AAR Corp (AIR) on listed MRO. $11M Series B is modest for an EU defense-adjacent inspection player — round size suggests regional growth, not global expansion capital.",https://dronelife.com/2026/04/16/donecle-raises-e10-million-to-expand-drone-based-aircraft-inspection-platform/
antioch,Antioch,"Builds a simulation tooling layer for physical AI development, pitched as a 'Cursor for physical AI.' Founded by Transpose alumni and Meta Reality Labs/DeepMind hires; targets developer-first integration with NVIDIA Isaac and Cosmos.",Robotics,Software & Simulation,Software & Services,Pre-commercial,None,Seed,venture,8.5,60.0,2026-04-16,16-Apr-26,Apr-26,2Q26,2026,"USA (New York, NY)","A*, Category Ventures","MaC Venture Capital, BoxGroup, Icehouse Ventures, Abstract",,"'Cursor for physical AI' positioning at $60M post is the developer-experience wedge — Antioch sits as a wrapper layer between developers and NVIDIA (NVDA) Isaac/Cosmos rather than competing with the simulator stack directly. Comp set: Nvidia Isaac and Cosmos on the underlying stack, MuJoCo (DeepMind) on open simulation, Genesis (CMU/MIT) on open peer; Unity (U) and Roblox (RBLX) on adjacent listed-simulation IP. Transpose plus Meta Reality Labs plus DeepMind founder pedigree is the real underwrite at seed stage — execution risk on tooling stickiness.",https://techcrunch.com/2026/04/16/this-simulation-startup-wants-to-be-the-cursor-for-physical-ai/
crewline-ai,Crewline AI,Builds a retrofit-autonomy stack for vibratory rollers used in asphalt and soil compaction. Targets construction-equipment autonomy alongside Built Robotics and Bedrock Robotics.,Robotics,Industrial Robots,System Integration,Pre-commercial,None,Seed,venture,7.1,,2026-04-30,30-Apr-26,Apr-26,2Q26,2026,"USA (San Francisco, CA)","Initialized Capital, Nebular","Ford Street Ventures, Cocoa, Begin, Entrepreneurs First, Transpose",,"Initialized leading a construction-equipment retrofit-autonomy seed with $26M+ waitlisted contracts is the cleanest paying-customer signal — pre-commercial order book of 3.5x round size is unusual at seed stage and signals validated demand. Comp set: Built Robotics on US construction autonomy primes, Bedrock Robotics on equipment autonomy, SafeAI on retrofit peer; Caterpillar (CAT) and Komatsu (6301 JP) on listed OEM-adjacent counters. Vibratory-roller retrofit is a narrow wedge; whether scope extends to broader earthmoving determines the actual TAM.",https://www.finsmes.com/2026/04/crewline-ai-raises-7-1m-in-seed-funding.html
ouidrop,Ouidrop,French manufacturer of tri-temperature autonomous click-and-collect grocery drop boxes. Deployed with Leclerc and Intermarche; targets European grocery pick-up automation.,Robotics,Warehouse & Logistics,System Integration,Pre-commercial,None,Seed,venture,7.7,,2026-04-23,23-Apr-26,Apr-26,2Q26,2026,France (Bordeaux),Xplore by Épopée Gestion,"SWEN Capital Partners, GSO Innovation, Crédit Agricole, Spring Invest",,"Tri-temperature autonomous click-and-collect grocery-dropper deployment with Leclerc and Intermarche is the under-appreciated French retail-automation signal — French hypermarket chains are the cleanest test market for last-mile grocery automation, with established click-and-collect adoption already at scale. Comp set: Ocado Smart Platform on UK incumbent automation, AutoStore (AUTO NO) on goods-to-person, Cleveron on parcel-locker robotics, Attabotics on US warehouse peer. 500-unit-by-2030 target is the binary scale-out gate.",https://epopeegestion.fr/en/ouidrop-raises-e7-million-to-industrialise-and-accelerate-the-rollout-of-its-droppers-an-autonomous-grocery-pick-up-solution/
strata-robotics,Strata Robotics,,Robotics,Industrial Robots,System Integration,Pre-commercial,None,Seed,venture,5.2,,2026-04-15,15-Apr-26,Apr-26,2Q26,2026,"USA (Boston, MA)",Founders Fund,"Buckley Ventures, Topology Ventures, House Capital, Side Door Ventures, Also Capital, E14 Fund",,"Founders Fund leading a $5.2M Boston industrial-robotics seed is the signal — FF rarely shows up at sub-$10M unless the founders are a known quantity, and this reads as a thesis-bet on the physical-AI builder-kit layer rather than a financial bet. Comp set: Anvil on adjacent industrial-automation tooling, Bright Machines on contract-manufacturing robotics, Path Robotics on metal-fab automation; Tesla Optimus and Figure as the humanoid-counter on the same factory floor. Single-source caveat applies on round mechanics.",https://roboticsroundup.substack.com/p/robotics-roundup-28-april-2026
airhub,AirHub,"Dutch developer of drone-operations command-and-control software for security and defense customers. Customers include Dubai Police, Belgian Federal Police, and Shell.",Robotics,Software & Simulation,Software & Services,Pre-commercial,None,Series A,venture,4.8,,2026-04-08,8-Apr-26,Apr-26,2Q26,2026,Netherlands (The Hague),Keen Venture Partners,"RunwayFBU, Lumaux, LUMO Labs",,"Eur4.4M Series A for European drone C2 software with Dubai Police, Belgian Federal Police, and Shell already on the customer list is unusually capital-efficient — paid pilots de-risk the round at a stage where peers are still seeking design partners. Comp set: Auterion on open-source drone OS, Skydio on US defense drone software stack, ResilienX on UAS traffic management; Kratos (KTOS) and AeroVironment (AVAV) as listed defense-drone counterparts. Dual-use European positioning is the strategic frame.",https://dronelife.com/2026/04/08/drone-operations-software-company-airhub-closes-e4-4m-series-a/
zeabuz,Zeabuz,Norwegian developer of autonomous urban-ferry and maritime navigation software with both civilian and dual-use defense applications.,Robotics,Autonomous Systems & Drones,System Integration,Pre-commercial,None,Seed,venture,4.0,,2026-04-17,17-Apr-26,Apr-26,2Q26,2026,Norway (Trondheim),Grieg Kapital,"Eitzen, Barclay Holding",,"Norwegian urban-ferry autonomy is a niche-specific maritime bet — Trondheim coastal-pilot lineage gives Zeabuz operational credibility commercial-scale peers lack, but $4M seed sizing implies city-by-city deployment rather than platform scale. Comp set: Sea Machines on US harbor autonomy, Avikus (HD Hyundai) on Korean OEM autonomy, Orca AI on vessel situational awareness, Buffalo Automation on US inland waterways; Kongsberg Maritime as the Norwegian large-vessel incumbent. Dual-use defense pipeline is the optionality.",https://www.hellenicshippingnews.com/zeabuz-as-secures-nok-40-million-in-a-funding-round-led-by-grieg-kapital-to-support-rapid-international-deployment-and-scaling/
galaxea-ai,Galaxea AI,"Chinese humanoid robot company developing general-purpose embodied AI platforms for industrial and commercial applications. Competes with Galbot, Unitree, and Agibot in the Chinese humanoid market.",Robotics,Software & Simulation,Software & Services,Medium,None,Series B (extension),venture,290.4,2900.0,2026-04-02,2-Apr-26,Apr-26,2Q26,2026,China (Beijing),Lens Technology,"Financial Street Capital, CICC Capital, GL Ventures",,"Series B extension at 2.9B — Galaxea is now the Chinese VLA-platform comp to Skild AI and Physical Intelligence. Two-month raise total exceeds 430M, putting Galaxea in line with Western brain-layer peers despite zero overseas commercial presence. Strategic frame: China-domestic embodied-AI brain layer, where domestic OEMs (Unitree, XPENG, Xiaomi) are being herded onto a domestic VLA stack by capital structure alone. Lens Technology lead is unusual — phone-glass supply chain capital entering robot software.",https://www.caixinglobal.com/2026-04-02/robot-startup-galaxea-ai-raises-291-million-102430297.html
x-square-robot,X Square Robot,"Chinese embodied-intelligence startup developing household robots, including the WALL-A multimodal transformer for control and the WALL-B platform targeted at consumer home rollout. Strategic backing from Xiaomi.",Robotics,Humanoid & Service Robots,System Integration,Medium,China_Made_In_China_2025,Series B,venture,276.0,,2026-04-20,20-Apr-26,Apr-26,2Q26,2026,China (Shenzhen),"Xiaomi, HongShan","Meituan, Alibaba, ByteDance",,"Xiaomi + HongShan-led with Meituan, Alibaba, ByteDance co-investing — the most strategically loaded mainland-China cap table in humanoid, period. Comp set: Unitree (profitable, IPO-filed), Galaxea (brain-layer), Spirit AI, TARS, PsiBot. The consumer-home rollout focus (WALL-B) is the differentiation; Unitree and Spirit are industrial-anchored. Read-through: Xiaomi anchoring suggests an eventual capture path back into Xiaomi's product line, narrowing the addressable market but increasing exit certainty.",https://www.caixinglobal.com/2026-04-21/x-square-robot-raises-new-funds-targets-home-trials-by-may-102436558.html
linkerbot,Linkerbot,Chinese designer of dexterous robotic hands for humanoid robot platforms. Sells hand subsystems to humanoid OEMs riding the Chinese embodied-AI wave; closest US comparison is Sanctuary AI's hand work.,Robotics,Motion Control & Actuators,Components & Subsystems,Medium,China_Made_In_China_2025,Series B,venture,100.0,3000.0,2026-04-29,29-Apr-26,Apr-26,2Q26,2026,China (Beijing),Zhongguancun Science Park Fund,"Bank of China Asset Management, Fosun Capital, Ant Group, HongShan",,"Dexterous robotic hands at $3B with a $6B next-round target is the most aggressive humanoid-component valuation in the dataset — picks-and-shovels for the China humanoid wave with Zhongguancun + Ant Group + HongShan anchoring. Comp set: Sanctuary AI (Canada) on the hand-IP side, Shadow Robot Company (UK), plus in-house hand programs at Unitree, Figure, 1X, and Tesla (TSLA) Optimus. Chinese OEMs are bifurcating into in-house and outsourced — Unitree is in-house, Linkerbot is the merchant supplier for the rest.",https://thenextweb.com/news/linkerbot-china-robot-hand-6-billion-valuation
