entity_id,company,company_description,sector,subsector,value_chain_tier,bottleneck_risk,policy_exposure,round,deal_type,amount_m,valuation_m,date,date_display,month_year,quarter,year,location,lead_investors,co_investors,related_tickers,robotnik_take,source
sinovation-medical,Sinovation Medical,"Chinese surgical robotics company — the first Chinese-developed surgical robot to win FDA clearance, granted in June 2023 for neurosurgery applications.",Robotics,Surgical & Medical,,,None,Series D (extension),venture,14.0,,2023-07-31,31-Jul-23,Jul-23,3Q23,2023,China (Beijing),"SinoRock, TsingVentures, PEAKVEST, Huiyu Investment",DNV Capital,,"First Chinese-developed surgical robot to win FDA clearance (June 2023, neurosurgery). D+ round leverages regulatory milestone for cross-border commercial expansion.",https://equalocean.com/news/2023080420017
figure,Figure,Builds the Figure 01 humanoid robot for commercial and industrial work. Strategic add-on investment from Intel Capital pre-dated Figure's later mega-rounds with OpenAI collaboration. (Same parent as Figure AI; this row represents an earlier round.),Robotics,Humanoid & Service Robots,,,None,Strategic,strategic_corporate,9.0,,2023-07-17,17-Jul-23,Jul-23,3Q23,2023,"USA (Sunnyvale, CA)",Intel Capital,,,Strategic add-on from Intel Capital to Figure's Series A vehicle. Figure 01 took first steps May 2023; capital pre-cursor to subsequent $675M Series B (Feb 2024) at $2.6B valuation. Now widely-used humanoid leader.,https://techcrunch.com/2023/07/17/intel-backs-figures-humanoid-robot-to-the-tune-of-9-million/
serve-robotics,Serve Robotics,"Operates sidewalk delivery robots for food and retail, primarily through an Uber Eats partnership with a commitment of up to 2,000 robots. Public on NASDAQ (SERV); Uber and NVIDIA are significant shareholders.",Robotics,Autonomous Systems & Drones,,,None,Bridge,venture,30.0,,2023-08-10,10-Aug-23,Aug-23,3Q23,2023,"USA (Redwood City, CA)","Uber, NVIDIA","Wavemaker Partners, Mark Tompkins, Republic Deal Room",,"Pre-IPO bridge funding ahead of reverse-merger with Patricia Acquisition Corp; total raised $56M. Uber 16.2% / NVIDIA 11% post-merger. Up to 2,000 robots Uber Eats commitment validates sidewalk-delivery unit economics.",https://techcrunch.com/2023/08/10/uber-nvidia-backed-delivery-robot-startup-serve-robotics-to-go-public/
mendaera,Mendaera,"Builds a handheld robotic device for ultrasound-guided needle placement, FDA 510(k)-cleared for commercial use. Targets a much larger procedure TAM than capital-intensive surgical robot platforms; chaired by Fred Moll of Intuitive Surgical.",Robotics,Surgical & Medical,,,None,Series A,venture,24.0,,2023-08-15,15-Aug-23,Aug-23,3Q23,2023,"USA (San Mateo, CA)",Lux Capital,"Founders Fund, Operator Partners, Allen & Company, Intuitive Surgical, Fred Moll, Bob Kerrey",,Fred Moll (Auris/Intuitive founder) + Intuitive strategic capital — pedigreed surgical robotics deal. Real-time imaging + AI handheld interventional platform. Butterfly Network ultrasound-on-chip partnership for precision needle guidance.,https://www.therobotreport.com/mendaera-brings-in-24m-for-medical-platform/
intuition-robotics,Intuition Robotics,"Israeli developer of ElliQ, a tabletop social companion robot for older adults. Deployed under contracts with the New York State Office for the Aging; Toyota's Woven Capital is a strategic investor.",Robotics,Humanoid & Service Robots,,,None,Strategic,strategic_corporate,25.0,,2023-08-29,29-Aug-23,Aug-23,3Q23,2023,Israel (Ramat Gan),Woven Capital,"Toyota Ventures, OurCrowd, Western Technology Investment",,$20M equity + $5M venture debt — Woven Capital (Toyota's growth fund) doubling down post-NY State of Aging contract. ElliQ daily engagement >30 interactions/user; 95% reduced-loneliness reports. Pre-LLM social-robotics moat.,https://techcrunch.com/2023/08/29/eldercare-robot-elliq-nabs-another-25-million-in-funding/
novarc-technologies,Novarc Technologies,"Canadian developer of the Spool Welding Robot (SWR), an AI-powered welding robot for pipe and pressure-vessel fabrication. Caterpillar is a strategic investor; competes with Path Robotics in skilled-welder shortage automation.",Robotics,Industrial Robots,,,None,Series A,venture,20.0,,2023-08-14,14-Aug-23,Aug-23,3Q23,2023,"Canada (Vancouver, BC)",Graham Partners,"Caterpillar Venture Capital, Export Development Canada",,"Caterpillar strategic capital + Graham Partners growth equity into AI-welding robot maker. Spool Welding Robot (SWR) addresses skilled-welder shortage — comp: Path Robotics, Lincoln Electric.",https://www.businesswire.com/news/home/20230814539353/en/Novarc-Technologies-Completes-Series-A-Fundraising-Round-With-Caterpillar-Venture-Capital
nauticus-robotics,Nauticus Robotics,"Builds underwater robotics for subsea inspection, maintenance, and repair work, primarily in offshore energy. Previously listed on NASDAQ (KITT) before delisting; operated the Aquanaut autonomous underwater vehicle.",Robotics,Autonomous Systems & Drones,,,None,Debt Financing,debt,20.0,,2023-09-21,21-Sep-23,Sep-23,3Q23,2023,"USA (Webster, TX)","Transocean, ATW Partners, Material Impact, RCB Equities",,,Senior secured term loan ($11.6M funded immediately). Convertible at $6/share; 12.5% coupon. Funds Aquanaut underwater autonomous robot commercialization with Transocean offshore offtake.,https://www.globenewswire.com/news-release/2023/09/21/2747161/0/en/Nauticus-Robotics-Announces-Term-Loan-Financing-of-up-to-20-Million.html
virtual-incision,Virtual Incision,"Builds MIRA, a 2-pound miniature robot-assisted surgery device that fits inside a surgical tray. Received FDA de novo authorization for colectomy in 2024; conducted an ISS demonstration with NASA targeting telesurgery applications.",Robotics,Surgical & Medical,,,None,Series C (extension),venture,30.0,,2023-09-19,19-Sep-23,Sep-23,3Q23,2023,"USA (Lincoln, NE)",,,,Series C extension brings total raised to >$137M. MIRA mini-RAS (2lb robot in surgical tray) — won FDA de novo for colectomy in 2024. Pre-clearance financing; ISS demo with NASA underscores telesurgery thesis.,https://www.surgicalroboticstechnology.com/news/virtual-incision-announces-30m-series-c-extension/
gitai,GITAI,Builds space robotics for satellite servicing and lunar surface operations — robotic arms and rovers for in-orbit assembly and lunar exploration. Japanese-founded with US operations expanding for lunar demonstrations.,Robotics,Autonomous Systems & Drones,,,None,Series B (extension),venture,15.0,,2023-08-29,29-Aug-23,Aug-23,3Q23,2023,Japan (Tokyo),,"Green Co-Invest Investment, Pacific Bays Capital, Mitsui Sumitomo Insurance Venture Capital, MUFG Bank",,"Extension closes total Series B at $45M. Space robotics for satellite servicing, lunar surface — competing with U.S. Astrobotic and ispace incumbents. Capital primarily for U.S. expansion + lunar demo.",https://gitai.tech/2023/08/29/space-robotics-startup-gitai-raises-an-additional-us15-million-in-funding/
tractian,Tractian,"Provides industrial IoT sensors paired with AI software for predictive maintenance, deployed at more than 1,000 plants. Dual-HQ in Atlanta and Sao Paulo; competes with Samsara and Augury in industrial condition monitoring.",Robotics,Machine Vision & Sensors,,,None,Series B,venture,45.0,205.0,2023-08-07,7-Aug-23,Aug-23,3Q23,2023,"USA (Atlanta, GA)",General Catalyst,Next47,,"Industrial IoT/maintenance prediction — sensors + AI for >1,000 plants. Atlanta + São Paulo dual-HQ play with Brazilian roots; comp: Samsara (IOT), Augury. Modest down-round vs 2022 markups still healthy at $205M post.",https://tractian.com/en/blog/tractians-raises-45m-in-series-b
symbotic,Symbotic,"Builds AI-powered automated warehouse systems combining high-density storage, robotic bots, and software. Public on NASDAQ (SYM); operates the GreenBox warehouse-as-a-service joint venture with SoftBank under a $7.5B six-year contract.",Robotics,Warehouse & Logistics,,,None,Strategic,strategic_corporate,65.0,,2023-07-24,24-Jul-23,Jul-23,3Q23,2023,"USA (Wilmington, MA)",SoftBank Group,,,GreenBox JV launches with $100M (SoftBank 65% / Symbotic 35%) — SoftBank's $65M commitment indirectly funds Symbotic platform expansion via $7.5B 6-year contract. SYM stock +20% on news; warrants struck at $41.97/share.,https://www.symbotic.com/news/softbank-group-and-symbotic-establish-new-warehouse-as-a-service-joint-venture-to-transform-supply-chain-services-through-automation-and-a-i/
berkshire-grey,Berkshire Grey,Builds robotic AI-powered fulfillment systems for warehouses and parcel sortation. Taken private by SoftBank in 2023 after a difficult de-SPAC period; competes with Symbotic and AutoStore.,Robotics,Warehouse & Logistics,,,None,M&A,venture,375.0,375.0,2023-07-21,21-Jul-23,Jul-23,3Q23,2023,"USA (Bedford, MA)",SoftBank Group,,,SoftBank go-private at $1.40/share — 24% premium but ~95% below $9 de-SPAC peak. Down-round / forced exit emblematic of warehouse-robotics public-market collapse (cf. Symbotic recovery from same vintage).,https://www.berkshiregrey.com/resources/press-release/berkshire-grey-enters-into-definitive-merger-agreement-with-softbank-group-for-go-private-transaction/
soft-robot-tech,Soft Robot Tech,"Chinese developer of soft grippers and compliant manipulators for food handling, e-commerce picking, and other applications where rigid grippers fail. Targets the same use cases as Soft Robotics (acquired by Ocado/Cloostermans).",Robotics,Motion Control & Actuators,,,China_Made_In_China_2025,Series C,venture,20.85,,2023-08-15,15-Aug-23,Aug-23,3Q23,2023,China (Shenzhen),,,,"Soft-gripper / compliant manipulation play — emerging Chinese alternative to U.S. Soft Robotics (acquired by Cloostermans/Ocado). Targets food, e-commerce pick-and-place where rigid grippers fail.",https://www.therobotreport.com/robotics-companies-raise-851m-in-august-2023/
mooe-robot,Mooe Robot,Chinese manufacturer of indoor commercial autonomous mobile robots for restaurant and hotel delivery applications. Competes with Pudu Robotics and Keenon in service-AMR delivery.,Robotics,Warehouse & Logistics,,,None,Series B,venture,13.7,,2023-08-15,15-Aug-23,Aug-23,3Q23,2023,China (Shanghai),,,,"Indoor commercial AMR maker — competes with Pudu Robotics, Keenon for restaurant/hotel delivery. Mid-market China robotics financing typical of state-fund-backed scale-up rounds.",https://www.therobotreport.com/robotics-companies-raise-851m-in-august-2023/
asensing,Asensing,Chinese supplier of GNSS/INS positioning systems for ADAS and autonomous vehicle programs. Sells to Chinese automotive OEMs and Tier 2 suppliers for sensor-fusion positioning.,Robotics,Machine Vision & Sensors,,,None,Series D,venture,20.0,,2023-08-15,15-Aug-23,Aug-23,3Q23,2023,China (Guangzhou),,,,"GNSS/INS positioning provider for Chinese ADAS programs — mid-stack sensor-fusion play. Chinese auto-tier consolidation vehicle as OEMs in-source compute (cf. NIO, XPeng platform tier-2 stacks).",https://www.therobotreport.com/robotics-companies-raise-851m-in-august-2023/
endorobotics,Endorobotics,Korean developer of a flexible endoscopic robotic surgical platform. Holds a distribution agreement with Olympus; targets the flexible endoscopy and NOTES (natural orifice transluminal endoscopic surgery) market.,Robotics,Surgical & Medical,,,None,Series B,venture,8.3,,2023-08-15,15-Aug-23,Aug-23,3Q23,2023,South Korea (Seoul),,,,Endoscopic flexible robotic platform — Korean entrant in flexible-endoscopy field with Olympus distribution agreement. Sector still bifurcated (rigid laparoscopy vs flexible NOTES); Endorobotics is a Korean Auris-style approach.,https://www.therobotreport.com/robotics-companies-raise-851m-in-august-2023/
boxbot,Boxbot,Builds driverless last-mile parcel sortation kiosks for carriers and 3PLs — depot-level robotic platforms that automate the package-to-route sorting step. Niche between full ASRS systems and human-driven hubs.,Robotics,Warehouse & Logistics,,,None,Series A,venture,12.0,,2023-09-15,15-Sep-23,Sep-23,3Q23,2023,"USA (Union City, CA)",,,,Last-mile parcel sortation kiosks (driver-less depot platform). Carrier/3PL automation — niche between full ASRS and human-driven hubs.,https://www.therobotreport.com/robotics-companies-raised-1-8b-in-september-2023/
treeswift,Treeswift,UPenn GRASP Lab spinout building autonomous drone fleets for forestry and timber inventorying. Targets carbon-credit verification and private-timberland inventory management.,Robotics,Autonomous Systems & Drones,,,US_DPA_Title_III,Seed,venture,10.8,,2023-09-15,15-Sep-23,Sep-23,3Q23,2023,"USA (Philadelphia, PA)",,,,Autonomous drone fleet for forestry/timber inventorying — UPenn GRASP Lab spin-out. Niche aerial-robotics play in carbon-credits + private-timberland market.,https://www.therobotreport.com/robotics-companies-raised-1-8b-in-september-2023/
jiaan-smart,Jiaan Smart,Chinese industrial-inspection and smart-factory robotics integrator. Serves Chinese state-owned enterprise manufacturers as part of the country's '14th Five-Year Plan' robotics expansion.,Robotics,Industrial Robots,,,China_Made_In_China_2025,Series A,venture,13.9,,2023-08-15,15-Aug-23,Aug-23,3Q23,2023,China (Shanghai),,,,Industrial inspection / smart-factory robot integrator — niche-mid-cap Chinese deal. Reflects broader push to automate Chinese SOE manufacturing under '14th Five-Year Plan' robotics quotas.,https://www.therobotreport.com/robotics-companies-raise-851m-in-august-2023/
weilan-intelligent,Weilan Intelligent,Chinese manufacturer of quadruped (canine-form-factor) robots known as AlphaDog. Targets security and entertainment markets; competes with Unitree and Deep Robotics.,Robotics,Humanoid & Service Robots,,,China_Made_In_China_2025,Series A,venture,13.7,,2023-08-15,15-Aug-23,Aug-23,3Q23,2023,China (Nanjing),,,,"Quadruped robot maker (canine-form factor) competing with Unitree, Deep Robotics. Series A tier; Chinese AlphaDog platform commercializes for security + entertainment markets.",https://www.therobotreport.com/robotics-companies-raise-851m-in-august-2023/
zhiyuan-robotics-agibot,Zhiyuan Robotics (AgiBot),"Chinese humanoid robot company founded by Peng Zhihui, formerly of Huawei's Genius Youth program. Targets mass-production-ready humanoid platforms for industrial work; Baidu is a strategic investor with integration to its ERNIE foundation models.",Robotics,Humanoid & Service Robots,,,China_Made_In_China_2025,Series A,venture,50.0,,2023-08-15,15-Aug-23,Aug-23,3Q23,2023,China (Shanghai),"Hillhouse Capital, BYD","Baidu, Miracle Plus",,Founded Feb 2023 by ex-Huawei 'Genius' Peng Zhihui + Deng Taihua. Initial Series A tranches (~$50M reported across rounds in 2023) before $85M expansion late 2023. RAISE A1 humanoid debut Aug 2023; later $1B+ valuation.,https://www.therobotreport.com/robotics-companies-raise-851m-in-august-2023/
evar,EVAR,"Korean developer of autonomous mobile robots that bring EV chargers to vehicles in parking lots, eliminating fixed charging-station infrastructure. Niche EV infrastructure approach for parking-heavy environments.",Robotics,Autonomous Systems & Drones,,,None,Series B,venture,16.8,,2023-07-15,15-Jul-23,Jul-23,3Q23,2023,South Korea (Seoul),,,,Mobile robot EV-charging (autonomous robot brings charger to vehicle) — niche EV infrastructure play. Korean industrial commercialization vs U.S./EU charging-infra peers (ChargePoint).,https://www.therobotreport.com/july-robotics-investments-approach-2-billion-mark/
puncture-robotic,Puncture Robotic,Chinese developer of a robotic image-guided needle and biopsy interventional platform for interventional radiology. Competes with Perfint and Insight Medical in image-guided needle placement.,Robotics,Surgical & Medical,,,None,Series A,venture,13.8,,2023-07-15,15-Jul-23,Jul-23,3Q23,2023,China (Shanghai),,,,"Robotic image-guided needle/biopsy interventional platform. Niche-procedure play in interventional radiology; comps include Perfint (India), Insight Medical.",https://www.therobotreport.com/july-robotics-investments-approach-2-billion-mark/
botinkit,BOTINKIT,Chinese cooking robot manufacturer for restaurant and food-service applications. Competes with Miso Robotics and Karakuri in the QSR autonomous-kitchen segment.,Robotics,Humanoid & Service Robots,,,China_Made_In_China_2025,Series A,venture,13.0,,2023-07-15,15-Jul-23,Jul-23,3Q23,2023,China (Shenzhen),,,,"Restaurant/cooking-robot vendor — Chinese auto-cooking ecosystem play. Competing with Miso Robotics (US), Karakuri (UK) in QSR autonomous-kitchen TAM.",https://www.therobotreport.com/july-robotics-investments-approach-2-billion-mark/
iotamotion,iotaMotion,"University of Iowa spinout building the iotaSOFT robotic cochlear-implant insertion system, FDA-cleared for ear surgery. Provides precision motion control for ENT procedures.",Robotics,Surgical & Medical,,,None,Series A,venture,12.0,,2023-07-15,15-Jul-23,Jul-23,3Q23,2023,"USA (Iowa City, IA)",,,,Robotic cochlear-implant insertion system — University of Iowa spin-out. Niche surgical-robotics play with FDA-cleared iotaSOFT system; precision motion control for ENT procedures.,https://www.therobotreport.com/july-robotics-investments-approach-2-billion-mark/
verity,Verity,"Swiss ETH Zurich spinout building autonomous indoor inventory-tracking drones for warehouses. UPS Velocity is the anchor customer at its Shepherdsville, Kentucky facility; competes with Corvus Robotics and Skydio enterprise drones.",Robotics,Autonomous Systems & Drones,,,None,Series B (extension),venture,11.0,,2023-07-11,11-Jul-23,Jul-23,3Q23,2023,Switzerland (Zurich),,,,"Series B extension to $43M total. ETH Zurich spin-out for inventory-tracking warehouse drones — UPS Velocity (Shepherdsville KY) launched July 2023 as anchor customer. Competes with Corvus Robotics, Skydio enterprise drones.",https://techcrunch.com/2023/07/11/verity-brings-in-another-11m-for-its-inventory-drones/
oversonic-robotics,Oversonic Robotics,Italian developer of the RoBee humanoid platform for industrial inspection and service market applications. Italy's first commercial humanoid demonstrator; state-backed by CDP Venture Capital.,Robotics,Humanoid & Service Robots,,,None,Seed,venture,5.6,,2023-07-15,15-Jul-23,Jul-23,3Q23,2023,Italy (Milan),,,,RoBee humanoid platform — small Italian humanoid entrant in industrial inspection/service market. Italy's first humanoid commercial demo; CDP Venture Capital state-backed angle into European hardware.,https://www.therobotreport.com/july-robotics-investments-approach-2-billion-mark/
aerovironment,AeroVironment,"Manufactures the Switchblade loitering munition, Puma and Raven small UAS, and other military unmanned systems. Public on NASDAQ (AVAV); a primary US tactical UAS supplier to the Department of Defense and allied militaries.",Robotics,Autonomous Systems & Drones,,,US_DPA_Title_III,Government investment,government,109.0,,2023-09-15,15-Sep-23,Sep-23,3Q23,2023,"USA (Arlington, VA)",US Department of Defense,,,DoD Switchblade-class loitering munitions contracts — early validation of NASDAQ:AVAV's UAS platform pre-Ukraine ramp. Pre-cursor to $990M Switchblade contract Aug 2024. Defense-tech autonomy budget surge.,https://www.therobotreport.com/robotics-companies-raised-1-8b-in-september-2023/
hong-jing-drive,Hong Jing Drive,Chinese L4 autonomous driving software supplier for robotaxi stacks. Targets the domestic Chinese AV market alongside Pony.ai and WeRide.,Robotics,Autonomous Systems & Drones,,,China_Made_In_China_2025,Series B,venture,13.8,,2023-09-15,15-Sep-23,Sep-23,3Q23,2023,China (Shanghai),,,,"L4 / robotaxi-stack supplier — small Series B but indicative of continued China AV-tier financing despite sector-wide global pullback (cf. Cruise, Argo wind-downs).",https://www.therobotreport.com/robotics-companies-raised-1-8b-in-september-2023/
blue-ocean-robot,Blue Ocean Robot,,Robotics,Surgical & Medical,,,None,Series C,venture,13.7,,2023-09-15,15-Sep-23,Sep-23,3Q23,2023,China (Beijing),,,,Chinese surgical robotics provider continuing series-funding amid sector-specific capital availability — notable that surgical/medical was largest share of September 2023 China robotics financings.,https://www.therobotreport.com/robotics-companies-raised-1-8b-in-september-2023/
changguangxi-intelligent-manufacturing,Changguangxi Intelligent Manufacturing,"Chinese industrial robotics integrator based in Hunan province. Targets domestic Chinese factory automation, backed by local-government industrial guidance funds.",Robotics,Industrial Robots,,,China_Made_In_China_2025,Series A,venture,13.7,,2023-09-15,15-Sep-23,Sep-23,3Q23,2023,China (Changsha),,,,Industrial robotics integrator — Hunan-province automation play. Mid-tier industrial-robot deals continued as Chinese local-government industrial guidance funds doubled down.,https://www.therobotreport.com/robotics-companies-raised-1-8b-in-september-2023/
robocon,Robocon,Korean industrial and service robot systems integrator. Provides robotic cell deployment and integration services to manufacturing and service customers.,Robotics,Industrial Robots,,,None,Strategic,strategic_corporate,11.0,,2023-09-15,15-Sep-23,Sep-23,3Q23,2023,South Korea (Seoul),,,,Korean industrial/service robot integrator — pre-IPO style financing common in Korea ahead of Doosan Robotics Oct 2023 IPO that anchored regional sentiment.,https://www.therobotreport.com/robotics-companies-raised-1-8b-in-september-2023/
q-bot,Q-Bot,UK developer of robotic spray-foam under-floor insulation systems for residential retrofit applications. Targets the UK home energy retrofit market.,Robotics,Industrial Robots,,,None,Seed,venture,4.4,,2023-09-15,15-Sep-23,Sep-23,3Q23,2023,United Kingdom (London),,,,Robotic spray-foam under-floor insulation — niche construction-robotics play. UK climate-tech intersect; tied to UK retrofit market policy.,https://www.therobotreport.com/robotics-companies-raised-1-8b-in-september-2023/
arm-holdings,Arm Holdings,"Designs and licenses CPU architectures (the ARM instruction set) used in nearly every smartphone and increasingly in PCs, automotive, and data center applications. Public on NASDAQ (ARM); SoftBank holds a controlling stake.",Semiconductors,Fabless Design,,,UK_NSI_Act,IPO,venture,4870.0,54500.0,2023-09-14,14-Sep-23,Sep-23,3Q23,2023,UK (Cambridge),"Barclays, Goldman Sachs, JPMorgan, Mizuho","SoftBank (selling shareholder, retained 90.6%); cornerstone investors: Apple, Google, NVIDIA, Samsung, AMD, Intel, TSMC, Cadence, Synopsys",,"Largest IPO of 2023; SoftBank-controlled IP licensor priced at $51/share, jumped 24.7% on Nasdaq debut. Anchor investors filled ~10% of float. Set the AI-cycle benchmark valuation north of 100x earnings, dwarfing pre-IPO public comps (AVGO, INTC).",https://newsroom.arm.com/news/arm-announces-pricing-of-initial-public-offering
tenstorrent,Tenstorrent,"Designs RISC-V CPUs and AI processors and licenses the underlying IP, led by chip architect Jim Keller. Strategic investors include Hyundai/Kia (for automotive silicon) and Samsung Catalyst (foundry alignment). Targets a licensable AI-IP model comparable to ARM's CPU IP playbook.",Semiconductors,Frontier Compute,,,None,Strategic,strategic_corporate,100.0,,2023-08-03,3-Aug-23,Aug-23,3Q23,2023,"Canada (Toronto, ON)","Hyundai Motor Group, Samsung Catalyst Fund","Fidelity Ventures, Eclipse Ventures, Epiq Capital, Maverick Capital, Kia",,"Up-round: Hyundai/Kia ($50M) targeting RISC-V silicon for vehicles, Samsung Catalyst ($50M) bridging foundry alignment. Total funding to $334.5M. Signals mainstream AI-IP ecosystem traction comparable to early ARM licensing model.",https://tenstorrent.com/newsroom/tenstorrent-raises-a-strategic-up-round
d-matrix,d-Matrix,"Designs Corsair, a digital in-memory compute (DIMC) chiplet inference platform for generative AI workloads. Targets inference cost economics that GPU-based systems struggle with at scale; Microsoft M12 is a strategic investor.",Semiconductors,Frontier Compute,,,US_CHIPS_Act,Series B,venture,110.0,,2023-09-06,6-Sep-23,Sep-23,3Q23,2023,"USA (Santa Clara, CA)",Temasek,"Playground Global, M12 (Microsoft), Nautilus Venture Partners, Entrada Ventures, Industry Ventures, Ericsson Ventures, Marlan Holding, Mirae Asset, Cortes Capital, Archerman Capital, TGC Square, Lam Capital, Samsung Ventures",,"Series B for digital in-memory compute (DIMC) chiplet inference platform 'Corsair'. Microsoft M12 participation signals hyperscaler interest in non-GPU inference economics, positioning d-Matrix vs. NVDA H100 inference dominance.",https://www.d-matrix.ai/announcements/d-matrix-announces-110-million-in-series-b-funding-to-make-generative-ai-commercially-viable-with-first-of-its-kind-inference-compute-platform/
aledia,Aledia,"Develops 3D microLED display technology manufactured on 8-inch silicon wafers, spun out of CEA-Leti. Targets AR, VR, and smartphone display markets, competing with Korean OLED and other microLED entrants.",Semiconductors,Silicon & Substrates,,,EU_Chips_Act,Strategic,strategic_corporate,127.0,,2023-09-26,26-Sep-23,Sep-23,3Q23,2023,France (Grenoble),Bpifrance,"CEA Investissement, Supernova Invest, Braemar Energy Ventures, French State",,€120M from existing investors plus French sovereign capital to industrialize 3D microLED on 8-inch silicon (CEA-Leti spinout). Total raised exceeds €360M; positions France in the AR/VR/smartphone display race vs. Korean/US incumbents. Display-semis substrate adjacency rather than pure logic semis.,https://www.aledia.com/en/actualites/aledia-leve-120-millions-deuros/
q-ctrl,Q-CTRL,"Australian quantum control software company providing calibration, error suppression, and pulse-level control software used across qubit modalities — superconducting, trapped-ion, neutral-atom. Sits at the middleware layer between qubit hardware vendors.",Semiconductors,Frontier Compute,,,None,Series B (extension),venture,54.0,,2023-07-25,25-Jul-23,Jul-23,3Q23,2023,Australia (Sydney),"Airbus Ventures (lead, original); Morpheus Ventures (new entrant July 2023)","Square Peg, Sierra Ventures, Salus Ventures, In-Q-Tel, Main Sequence Ventures, Investible, Sequoia Capital China, Ridgeline Partners, Lockheed Martin, Verizon Ventures, Macquarie Bank",,Quantum control infrastructure software; Series B extension brought total round to $54M with Morpheus Ventures' July 2023 entry. Q-CTRL sits at the indispensable middleware layer (calibration/error suppression) between qubit hardware vendors—best comp is a quantum-era ASML services play.,https://thequantuminsider.com/2023/07/25/q-ctrl-adds-morpheus-ventures-to-record-setting-series-b-funding-round-with-total-of-54-million-usd-raised/
enfabrica,Enfabrica,"Designs the Accelerated Compute Fabric Switch (ACF-S), a networking chip that disaggregates and scales memory and bandwidth across AI clusters. Targets hyperscale AI training and inference infrastructure, complementing rather than replacing networking silicon from Broadcom and NVIDIA.",Semiconductors,Frontier Compute,,,US_CHIPS_Act,Series B,venture,125.0,,2023-09-12,12-Sep-23,Sep-23,3Q23,2023,"USA (Mountain View, CA)",Atreides Management,"Sutter Hill Ventures, IAG Capital, Liberty Global, NVIDIA, Valor Equity Partners, Infinitum, Alumni Ventures",,Accelerated Compute Fabric Switch (ACF-S) silicon for AI clusters; oversubscribed Series B priced at 5x Series A post-money. NVIDIA participation underscores complementary positioning vs. AVGO Tomahawk/Jericho networking ASICs. Reports of 50% lower compute cost and 50x memory expansion.,https://www.businesswire.com/news/home/20230912219337/en/Enfabrica-Raises-%24125-Million-Series-B-to-Fuel-Ramp-of-AI-Infrastructure-Networking-Chips
quobly-formerly-siquance,Quobly (formerly Siquance),"French silicon spin-qubit quantum computing company building qubits on standard CMOS processes. Targets a foundry-friendly scaling path comparable to the TSMC and Intel 300mm wafer curve, distinct from trapped-ion and neutral-atom peers.",Semiconductors,Frontier Compute,,,EU_Chips_Act,Seed,venture,21.7,,2023-07-13,13-Jul-23,Jul-23,3Q23,2023,France (Grenoble),"Quantonation, Bpifrance, Supernova Invest, Innovacom","Crédit Agricole Alpes Development, CEA Investment, Caisse d'Epargne Rhone Alpes, BNP Paribas; plus €2.5M EIC Transition grant",,"Largest seed in European quantum history. Silicon spin qubits leveraging existing CMOS lines, structurally positioning Quobly to ride the same 300mm wafer scale curve TSMC/Intel use—a foundry-friendly path competitor vs. trapped-ion/neutral-atom specialists.",https://www.quantonation.com/2023/07/13/quobly-former-siquance-raises-e19m-led-by-quantonation-bpifrance/
kandou,Kandou,"Swiss designer of Chord-signaling SerDes IP, chiplet die-to-die retimers, and USB4/PCIe Gen 5 silicon. Licenses interconnect IP to chip designers as a Synopsys/Cadence-adjacent supplier in the chiplet era.",Semiconductors,EDA & IP,,,None,Series E,venture,72.3,,2023-08-24,24-Aug-23,Aug-23,3Q23,2023,Switzerland (Lausanne),Bessemer Venture Partners,Total round target $100M; existing investor base,,First close of Series E for Chord-signaling SerDes IP and chiplet/USB4/PCIe Gen 5 retimer silicon. Kandou's signaling IP positions it as a Synopsys/Cadence-adjacent IP supplier in the chiplet era; secondary close planned for remaining $27.7M.,https://kandou.ai/news/2023-09-13-a-new-chapter-for-kandou/
kneron,Kneron,Designs edge AI inference chips capable of running compact LLMs on-device. Foxconn is a strategic investor anchoring automotive and Taiwanese ODM ecosystem distribution.,Semiconductors,Fabless Design,,,US_CHIPS_Act,Series B (extension),venture,49.0,,2023-09-26,26-Sep-23,Sep-23,3Q23,2023,"USA (San Diego, CA)","Foxconn, HH-CTBC Partnership, Alltek","Liteon Technology Corporation, Adata (existing investors)",,Edge AI chip extension brings total Series B to $97M and total funding to ~$190M. Foxconn lead foreshadows the auto + Taiwanese ODM ecosystem path; deploys nano-GPT models on edge silicon—the on-device inference comp for what cloud GPT-4 needs in NVDA H100s.,https://www.kneron.com/news/blog/183/
hua-hong-semiconductor,Hua Hong Semiconductor,"Chinese mature-node specialty foundry — China's second-largest after SMIC. Public on HKEX and Shanghai STAR Market; produces analog, power, and embedded chips on DUV processes.",Semiconductors,Foundry,,,China_Big_Fund;US_Export_Controls_China,IPO,venture,2950.0,,2023-08-07,7-Aug-23,Aug-23,3Q23,2023,China (Shanghai),"China International Capital Corporation, Haitong Securities (lead bookrunners)",State-affiliated cornerstone investors,,Largest mainland China IPO of 2023; second-largest foundry after SMIC. Listed on Star Market at 13% premium. The entity is China's mature-node DUV champion—closest comp to UMC/GlobalFoundries. Shanghai listing supplements existing Hong Kong listing as China seeks domestic capital pools amid US sanctions.,https://www.cnbc.com/2023/08/07/china-chipmaker-hua-hong-ipo-shares-jump-13percent-in-shanghai-debut.html
